sku,price
AGNT2700,0
AGNT2701,0
AGNT2706,0
AGNT2707,0
AGNT2709,0
AGNT2710,0
AGNT2711,0
AGNT2712,0
AGNT2716,0
AGNT2717,0
AGNT2718,0
AGNT2719,0
AGNT2720,0
AGNT2722,0
AGNT2733,0
AGNT2734,0
AGNT2736,0
AGNT2737,0
AGNT2738,0
AGNT2740,0
AGNT2741,0
AGNT2742,0
AGNT2744,0
AGNT2750,0
AGNT2751,0
AGNT2754,0
AGNT2755,0
AGNT2756,0
AGNT2759,0
AGNT2763,0
AGNT2769,0
AGNT2770,0
AGNT2771,0
AGNT2772,0
AGNT2778,0
AGNT2782,0
AGNT2783,0
AGNT2786,0
AGNT2788,0
AGNT2789,0
AGNT2790,0
AGNT2794,0
AGNT2795,0
AGNT2796,0
AGNT2799,0
AGNT2800,0
AGNT2803,0
AGNT2810,0
AGNT2817,0
AGNT2818,0
AGNT2824,0
AGNT2825,0
AGNT2836,0
AGNT2838,0
AGNT2839,0
AGNT2856,0
AGNT2857,0
AGNT2867,0
AGNT2868,0
AGNT2872,0
AGNT2873,0
AGNT2874,0
AGNT2876,0
AGNT2877,0
AGNT2879,0
AGNT2880,0
AGNT2881,0
AGNT2882,0
AGNT2884,0
AGNT2885,0
AGNT2887,0
AGNT2888,0
AGNT2890,0
AGNT2891,0
AGNT2897,0
AGNT2899,0
AGNT2901,0
AGNT2902,0
AGNT2904,0
AGNT2911,0
AGNT2935,0
AGNT2944,0
AGNT2946,0
AGNT2947,0
AGNT2949,0
AGNT2951,0
AGNT2954,0
AGNT2955,0
AGNT2956,0
AGNT2957,0
AGNT2963,0
AGNT2968,0
AGNT2969,0
AGNT2970,0
AGNT2971,0
AGNT2973,0
AGNT2992,0
AGNT2995,0
AGNT2996,0
AGNT2998,0
AGNT2999,0
AGNT3003,0
AGNT3006,0
AGNT3007,0
AGNT3008,0
AGNT3009,0
AGNT3014,0
AGNT3015,0
AGNT3021,0
AGNT3022,0
AGNT3025,0
AGNT3026,0
AGNT3028,0
AGNT3029,0
AGNT3032,0
AGNT3033,0
AGNT3034,0
AGNT3035,0
AGNT3036,0
AGNT3037,0
AGNT3047,0
AGNT3069,0
AGNT3073,0
AGNT3074,0
AGNT3085,0
AGNT3086,0
AGNT3088,0
AGNT3089,0
AGNT3090,0
AGNT3091,0
AGNT3092,0
AGNT3095,0
AGNT3105,0
AGNT3107,0
AGNT3108,0
AGNT3109,0
AGNT3110,0
AGNT3113,0
AGNT3114,0
AGNT3115,0
AGNT3124,0
AGNT3126,0
AGNT3128,0
AGNT3141,0
AGNT3142,0
AGNT3143,0
AGNT3145,0
AGNT3148,0
AGNT3149,0
AGNT3150,0
AGNT3151,0
AGNT3152,0
AGNT3159,0
AGNT3160,0
AGNT3161,0
AGNT3163,0
AGNT3164,0
AGNT3166,0
AGNT3167,0
AGNT3168,0
AGNT3175,0
AGNT3176,0
AGNT3177,0
AGNT3180,0
AGNT3181,0
AGNT3183,0
AGNT3190,0
AGNT3193,0
AGNT3196,0
AGNT3202,0
AGNT3203,0
AGNT3204,0
AGNT3206,0
AGNT3207,0
AGNT3208,0
AGNT3223,0
AGNT3234,0
AGNT3235,0
AGNT3262,0
AGNT3264,0
AGNT3265,0
AGNT3266,0
AGNT3267,0
AGNT3269,0
AGNT3270,0
AGNT3274,0
AGNT3275,0
AGNT3277,0
AGNT3280,0
AGNT3284,0
AGNT3285,0
AGNT3286,0
AGNT3288,0
AGNT3289,0
AGNT3291,0
AGNT3298,0
AGNT3300,0
AGNT3301,0
AGNT3303,0
AGNT3304,0
AGNT3309,0
AGNT3311,0
AGNT3314,0
AGNT3322,0
AGNT3331,0
AGNT3332,0
AGNT3333,0
AGNT3336,0
AGNT3337,0
AGNT3350,0
AGNT3353,0
AGNT3354,0
AGNT3356,0
AGNT3357,0
AGNT3359,0
AGNT3360,0
AGNT3361,0
AGNT3363,0
AGNT3364,0
AGNT3365,0
AGNT3366,0
AGNT3368,0
AGNT3370,0
AGNT3371,0
AGNT3373,0
AGNT3379,0
AGNT3380,0
AGNT3381,0
AGNT3388,0
AGNT3390,0
AGNT3393,0
AGNT3395,0
AGNT3396,0
AGNT3397,0
AGNT3398,0
AGNT3400,0
AGNT3402,0
AGNT3403,0
AGNT3409,0
AGNT3411,0
AGNT3412,0
AGNT3413,0
AGNT3414,0
AGNT3415,0
AGNT3416,0
AGNT3419,0
AGNT3421,0
AGNT3422,0
AGNT3425,0
AGNT3426,0
AGNT3427,0
AGNT3428,0
AGNT3429,0
AGNT3430,0
AGNT3431,0
AGNT3432,0
AGNT3437,0
AGNT3504,0
AGNT3505,0
AGNT3509,0
AGNT3511,0
AGNT3519,0
AGNT3520,0
AGNT3524,0
AGNT3527,0
AGNT3531,0
AGNT3532,0
AGNT3534,0
AGNT3536,0
AGNT3539,0
AGNT3540,0
AGNT3541,0
AGNT3543,0
AGNT3545,0
AGNT3547,0
AGNT3548,0
AGNT3554,0
AGNT3555,0
AGNT3560,0
AGNT3562,0
AGNT3567,0
AGNT3570,0
AGNT3571,0
AGNT3573,0
AGNT3574,0
AGNT3576,0
AGNT3581,0
AGNT3582,0
AGNT3583,0
AGNT3584,0
AGNT3585,0
AGNT3586,0
AGNT3592,0
AGNT3593,0
AGNT3610,0
AGNT3611,0
AGNT3616,0
AGNT3617,0
AGNT3618,0
AGNT3619,0
AGNT3622,0
AGNT3623,0
AGNT3626,0
AGNT3629,0
AGNT3631,0
AGNT3633,0
AGNT3634,0
AGNT3635,0
AGNT3636,0
AGNT3637,0
AGNT3639,0
AGNT3640,0
AGNT3642,0
AGNT3643,0
AGNT3644,0
AGNT3645,0
AGNT3646,0
AGNT3647,0
AGNT3648,0
AGNT3649,0
AGNT3650,0
AGNT3657,0
AGNT3658,0
AGNT3661,0
AGNT3671,0
AGNT3672,0
AGNT3673,0
AGNT3675,0
AGNT3676,0
AGNT3677,0
AGNT3680,0
AGNT3684,0
AGNT3685,0
AGNT3686,0
AGNT3687,0
AGNT3688,0
AGNT3690,0
AGNT3695,0
AGNT3696,0
AGNT3698,0
AGNT3700,0
AGNT3703,0
AGNT3705,0
AGNT3708,0
AGNT3713,0
AGNT3716,0
AGNT3719,0
AGNT3720,0
AGNT3721,0
AGNT3723,0
AGNT3724,0
AGNT3726,0
AGNT3727,0
AGNT3728,0
AGNT3729,0
AGNT3732,0
AGNT3736,0
AGNT3741,0
AGNT3742,0
AGNT3743,0
AGNT3745,0
AGNT3746,0
AGNT3748,0
AGNT3749,0
AGNT3750,0
AGNT3751,0
AGNT3753,0
AGNT3754,0
AGNT3755,0
AGNT3757,0
AGNT3759,0
AGNT3760,0
AGNT3762,0
AGNT3763,0
AGNT3764,0
AGNT3770,0
AGNT3776,0
AGNT3785,0
AGNT3786,0
AGNT3790,0
AGNT3793,0
AGNT3794,0
AGNT3795,0
AGNT3804,0
AGNT3823,0
AGNT3824,0
AGNT3830,0
AGNT3839,0
AGNT3847,0
AGNT3858,0
AGNT3867,0
AGNT3869,0
AGNT3870,0
AGNT3872,0
AGNT3875,0
AGNT3876,0
AGNT3877,0
AGNT3880,0
AGNT3883,0
AGNT3896,0
AGNT3901,0
AGNT3903,0
AGNT3907,0
AGNT3910,0
AGNT3911,0
AGNT3915,0
AGNT3923,0
AGNT3929,0
AGNT3938,0
AGNT3939,0
AGNT3941,0
AGNT3942,0
AGNT3944,0
AGNT3945,0
AGNT3946,0
AGNT3947,0
AGNT3948,0
AGNT3949,0
AGNT3950,0
AGNT3951,0
AGNT3952,0
AGNT3954,0
AGNT3955,0
AGNT3956,0
AGNT3957,0
AGNT3958,0
AGNT3959,0
