sku,category_ids,websites,brand,description,image,mode,name,short_description,small_image,supplier,thumbnail
3156,3,pdc,General,LRP PRODUCT V2,/p/d/pdc_1_1655.png,Normal,LRP PRODUCT V2,LRP PRODUCT V2,/p/d/pdc_1_1655.png,AL Baker / Ibn Beeter,/p/d/pdc_1_1655.png
