sku,image,small_image,thumbnail
4255,/pdc.png,/pdc.png,/pdc.png
3159,/pdc.png,/pdc.png,/pdc.png
3754,/pdc.png,/pdc.png,/pdc.png
4178,/pdc.png,/pdc.png,/pdc.png
4179,/pdc.png,/pdc.png,/pdc.png
1720,/pdc.png,/pdc.png,/pdc.png
23,/pdc.png,/pdc.png,/pdc.png
